DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,LV,2019,1.61,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,LV,2020,1.55,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MD,2009,1.31,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MD,2010,1.30,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MD,2011,1.27,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MD,2012,1.28,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,ME,2009,1.98,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,ME,2010,1.70,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,ME,2011,1.65,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,ME,2012,1.72,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,ME,2013,1.73,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,ME,2014,1.75,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,ME,2015,1.74,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,ME,2016,1.79,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,ME,2017,1.78,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,ME,2018,1.76,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,ME,2019,1.77,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,ME,2020,1.75,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MK,2009,1.52,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MK,2010,1.56,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MK,2011,1.46,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MK,2012,1.51,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MK,2013,1.49,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MK,2014,1.52,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MK,2015,1.50,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MK,2016,1.50,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MK,2017,1.43,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MK,2018,1.42,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MK,2019,1.34,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MK,2020,1.31,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MT,2009,1.42,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MT,2010,1.36,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MT,2011,1.45,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MT,2012,1.42,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MT,2013,1.36,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MT,2014,1.38,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MT,2015,1.37,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MT,2016,1.37,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MT,2017,1.26,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MT,2018,1.23,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MT,2019,1.14,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,MT,2020,1.13,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NL,2009,1.79,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NL,2010,1.79,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NL,2011,1.76,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NL,2012,1.72,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NL,2013,1.68,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NL,2014,1.71,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NL,2015,1.66,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NL,2016,1.66,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NL,2017,1.62,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NL,2018,1.59,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NL,2019,1.57,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NL,2020,1.54,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NO,2009,1.98,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NO,2010,1.95,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NO,2011,1.88,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NO,2012,1.85,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NO,2013,1.78,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NO,2014,1.75,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NO,2015,1.72,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NO,2016,1.71,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NO,2017,1.62,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NO,2018,1.56,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NO,2019,1.53,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,NO,2020,1.48,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PL,2009,1.40,b
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PL,2010,1.41,b
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PL,2011,1.33,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PL,2012,1.33,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PL,2013,1.29,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PL,2014,1.32,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PL,2015,1.32,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PL,2016,1.39,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PL,2017,1.48,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PL,2018,1.46,e
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PL,2019,1.44,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PL,2020,1.39,ep
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PT,2009,1.34,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PT,2010,1.39,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PT,2011,1.35,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PT,2012,1.28,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PT,2013,1.21,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PT,2014,1.23,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PT,2015,1.31,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PT,2016,1.36,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PT,2017,1.38,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PT,2018,1.42,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PT,2019,1.43,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,PT,2020,1.40,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RO,2009,1.66,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RO,2010,1.59,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RO,2011,1.47,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RO,2012,1.52,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RO,2013,1.46,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RO,2014,1.56,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RO,2015,1.62,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RO,2016,1.69,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RO,2017,1.78,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RO,2018,1.76,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RO,2019,1.77,e
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RO,2020,1.80,e
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RS,2009,1.44,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RS,2010,1.40,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RS,2011,1.40,b
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RS,2012,1.45,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RS,2013,1.43,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RS,2014,1.46,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RS,2015,1.46,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RS,2016,1.46,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RS,2017,1.49,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RS,2018,1.49,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RS,2019,1.52,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RS,2020,1.48,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RU,2009,1.54,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,RU,2010,1.57,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SE,2009,1.94,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SE,2010,1.98,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SE,2011,1.90,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SE,2012,1.91,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SE,2013,1.89,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SE,2014,1.88,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SE,2015,1.85,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SE,2016,1.85,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SE,2017,1.78,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SE,2018,1.76,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SE,2019,1.71,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SE,2020,1.67,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SI,2009,1.53,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SI,2010,1.57,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SI,2011,1.56,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SI,2012,1.58,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SI,2013,1.55,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SI,2014,1.58,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SI,2015,1.57,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SI,2016,1.58,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SI,2017,1.62,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SI,2018,1.60,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SI,2019,1.61,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SI,2020,1.59,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SK,2009,1.44,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SK,2010,1.43,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SK,2011,1.45,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SK,2012,1.34,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SK,2013,1.34,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SK,2014,1.37,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SK,2015,1.40,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SK,2016,1.48,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SK,2017,1.52,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SK,2018,1.54,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SK,2019,1.57,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SK,2020,1.59,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,SM,2012,1.26,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,TR,2009,2.09,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,TR,2010,2.04,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,TR,2011,2.03,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,TR,2012,2.09,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,TR,2013,2.08,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,TR,2014,2.17,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,TR,2015,2.14,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,TR,2016,2.11,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,TR,2017,2.07,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,TR,2018,1.99,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,TR,2019,1.88,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UA,2010,1.43,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UA,2011,1.46,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UA,2012,1.53,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UA,2014,1.46,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UA,2015,1.36,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UA,2016,1.35,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UA,2017,1.26,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UA,2018,1.20,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UA,2019,1.14,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UK,2009,1.89,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UK,2010,1.92,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UK,2011,1.91,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UK,2012,1.92,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UK,2013,1.83,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UK,2014,1.81,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UK,2015,1.80,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UK,2016,1.79,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UK,2017,1.74,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,UK,2018,1.68,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,XK,2015,,p
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,XK,2016,1.66,p
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,XK,2017,1.65,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,XK,2018,1.61,
ESTAT:TPS00199(1.0),28/04/22 11:00:00,A,TOTFERRT,XK,2019,1.55,
